name,energy,moisuture,protein,lipid,carbohydrate,ash,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,retinol,carotene,inRetinolAmount,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,niacin,vitaminB6,vitaminB12,folicAcid,pantothenicAcid,vitaminC,saturatedFattyAcid,monounsaturatedFattyAcid,polyunsaturatedFattyAcid,cholesterol,waterSolubleFiberContaining,waterUnsolubleFiberContaining,totalFiberContaining,solt
桜でんぶ,2.78,0.269,0.255,0.011,0.415,0.05,16,1.2,2.6,0.31,2.2,0.013,0.01,0.0044,0.002,0,0,0,0.01,0.008,0,0.0004,0.0008,0.019,0.0004,0.004,0.16,0.0015,0,0.0017,0.0015,0.0031,1.3,0,0,0,0.041
テラピア,1.34,0.735,0.198,0.053,0.002,0.012,0.6,3.7,0.29,0.24,1.8,0.005,0.004,0.0002,0.0001,0.03,0,0.03,0.11,0.02,0,0.0004,0.002,0.031,0.0067,0.023,0.05,0.0108,0.01,0.014,0.0189,0.0107,0.59,0,0,0,0.002
どじょう,0.79,0.791,0.161,0.012,0,0.036,0.96,2.9,11,0.42,6.9,0.056,0.029,0.0008,0.0038,0.13,0.25,0.17,0.04,0.006,0.01,0.0009,0.0109,0.04,0.001,0.085,0.16,0.0066,0.01,0.0016,0.0016,0.0022,2.1,0,0,0,0.002
とびうお,0.96,0.769,0.21,0.007,0.001,0.013,0.64,3.2,0.13,0.37,3.4,0.005,0.008,0.0006,0.0001,0.03,0,0.03,0.02,0.023,0,0.0001,0.001,0.071,0.0047,0.033,0.08,0.0042,0.01,0.0015,0.0007,0.0022,0.59,0,0,0,0.002
なまず,1.59,0.72,0.184,0.086,0,0.01,0.46,3.2,0.18,0.23,1.7,0.004,0.006,0.0003,0.0002,0.7,0.07,0.71,0.04,0.063,0,0.0033,0.001,0.018,0.0016,0.023,0.1,0.0081,0,0.0176,0.0348,0.0175,0.73,0,0,0,0.001
にしん,2.16,0.661,0.174,0.151,0.001,0.013,1.1,3.5,0.27,0.33,2.4,0.01,0.011,0.0009,0.0002,0.18,0,0.18,0.22,0.031,0,0.0001,0.0023,0.04,0.0042,0.174,0.13,0.0106,0,0.0297,0.0717,0.024,0.68,0,0,0,0.003
身欠きにしん,2.46,0.606,0.209,0.167,0.002,0.016,1.7,4.3,0.66,0.38,2.9,0.015,0.013,0.001,0.0004,0,0,0,0.5,0.027,0,0.0001,0.0003,0.047,0.0021,0.126,0.12,0.0124,0,0.0344,0.0833,0.0217,2.3,0,0,0,0.004
かずのこ,0.89,0.8,0.15,0.03,0.006,0.014,4.8,0.02,0.08,0.04,0.94,0.004,0.013,0.0006,0.0002,0.02,0,0.02,0.17,0.009,0,0,0.0001,0,0.0004,0.045,0,0,0,0.0052,0.0045,0.0052,2.3,0,0,0,0.012
はぜ,0.83,0.794,0.191,0.002,0.001,0.012,0.93,3.5,0.42,0.27,1.9,0.002,0.006,0.0002,0.001,0.06,0.09,0.08,0.03,0.01,0,0.0004,0.0004,0.014,0.0007,0.027,0.08,0.0042,0.01,0.0003,0.0002,0.0004,0.92,0,0,0,0.002
はぜつくだ煮,2.84,0.232,0.243,0.03,0.399,0.096,22,4.8,12,0.73,8.2,0.124,0.032,0.0008,0.012,1.5,0.51,1.6,0.05,0.024,0,0.0011,0.0041,0.024,0.0006,0.068,2.3,0.0079,0,0.0053,0.0032,0.0068,2.7,0,0,0,0.056
はぜ甘露煮,2.65,0.295,0.211,0.022,0.403,0.069,15,2,9.8,0.58,6.5,0.042,0.027,0.0005,0.0127,0.21,0.1,0.23,0.06,0.006,0,0.0005,0.0011,0.009,0.0003,0.058,0.15,0.0023,0,0.0038,0.0026,0.0038,2.1,0,0,0,0.038
はたはた,1.13,0.788,0.141,0.057,0,0.014,1.8,2.5,0.6,0.18,1.2,0.005,0.006,0.0006,0,0.2,0,0.2,0.02,0.022,0,0.0002,0.0014,0.03,0.0008,0.017,0.07,0.005,0,0.0102,0.019,0.0151,1,0,0,0,0.005
はも,1.44,0.71,0.223,0.053,0,0.014,0.66,4.5,0.79,0.29,2.8,0.002,0.006,0.0003,0.0007,0.59,0,0.59,0.05,0.011,0,0.0004,0.0018,0.038,0.0023,0.019,0.21,0.0046,0.01,0.0136,0.0127,0.0145,0.75,0,0,0,0.002
バラクータ,1.2,0.738,0.217,0.03,0.001,0.014,1.2,4.6,0.22,0.34,2.4,0.006,0.005,0.0005,0.0003,0.55,0,0.55,0.02,0.019,0,0.0006,0.002,0.075,0.005,0.065,0.04,0.0085,0.01,0.0074,0.0069,0.0103,0.63,0,0,0,0.003
ひらまさ,1.42,0.711,0.226,0.049,0.001,0.013,0.47,4.5,0.12,0.36,3,0.004,0.007,0.0004,0.0001,0.19,0,0.19,0.05,0.014,0,0.002,0.0014,0.076,0.0052,0.021,0.08,0.0026,0.03,0.0109,0.0115,0.0118,0.68,0,0,0,0.001
ひらめ,1.24,0.739,0.212,0.037,0,0.012,0.42,4.3,0.23,0.3,2.4,0.001,0.005,0.0002,0.0002,0.21,0,0.21,0.18,0.014,0,0.0008,0.0033,0.06,0.0045,0.013,0.13,0.0083,0.03,0.0083,0.01,0.0101,0.63,0,0,0,0.001
ふぐ,0.85,0.789,0.193,0.003,0.002,0.013,1,4.3,0.06,0.25,2.5,0.002,0.009,0.0002,0.0001,0.03,0,0.03,0.04,0.008,0,0.0006,0.0021,0.059,0.0045,0.019,0.03,0.0036,0,0.0006,0.0004,0.001,0.65,0,0,0,0.003
ふな,1.01,0.78,0.182,0.025,0.001,0.012,0.3,3.4,1,0.23,1.6,0.015,0.019,0.0004,0.0002,0.12,0,0.12,0.04,0.015,0,0.0055,0.0014,0.023,0.0011,0.055,0.14,0.0069,0.01,0.0052,0.0072,0.0069,0.64,0,0,0,0.001
ぶり,2.57,0.596,0.214,0.176,0.003,0.011,0.32,3.8,0.05,0.26,1.3,0.013,0.007,0.0008,0.0001,0.5,0,0.5,0.08,0.02,0,0.0023,0.0036,0.095,0.0042,0.038,0.07,0.0101,0.02,0.044,0.0433,0.0375,0.72,0,0,0,0.001
はまち,2.56,0.608,0.197,0.182,0.003,0.01,0.37,3.1,0.12,0.28,2,0.009,0.007,0.0009,0.0001,0.28,0,0.28,0.04,0.041,0,0.0016,0.0019,0.091,0.0042,0.034,0.08,0.0097,0.02,0.0398,0.0517,0.0452,0.72,0,0,0,0.001
ほうぼう,1.22,0.749,0.196,0.042,0,0.013,1.1,3.8,0.42,0.34,2,0.004,0.005,0.0004,0.0005,0.09,0,0.09,0.03,0.005,0,0.0009,0.0015,0.05,0.0044,0.022,0.05,0.0082,0.03,0.0095,0.0101,0.0088,0.55,0,0,0,0.003
ホキ,0.84,0.804,0.17,0.013,0,0.013,1.6,3.3,0.2,0.24,1.6,0.003,0.004,0.0002,0.0001,0.43,0,0.43,0.01,0.009,0,0.0003,0.0016,0.013,0.0007,0.007,0.13,0.0042,0,0.0024,0.0042,0.003,0.49,0,0,0,0.004
ほっけ,1.15,0.771,0.173,0.044,0.001,0.011,0.81,3.6,0.22,0.33,2.2,0.004,0.011,0.001,0.0001,0.25,0,0.25,0.03,0.017,0,0.0009,0.0017,0.025,0.0017,0.107,0.09,0.0116,0.01,0.007,0.0119,0.0121,0.73,0,0,0,0.002
塩ほっけ,1.23,0.724,0.181,0.049,0.001,0.045,14,3.5,0.2,0.3,2.2,0.005,0.004,0.0004,0.0001,0.2,0,0.2,0.03,0.007,0,0.001,0.0027,0.029,0.0018,0.073,0.02,0.0079,0,0.0103,0.0176,0.0114,0.6,0,0,0,0.036
ほっけ開き,1.42,0.719,0.182,0.069,0.001,0.029,6.8,3.3,1.6,0.32,3,0.005,0.009,0.0005,0.0003,0.21,0,0.21,0.04,0.011,0,0.0009,0.0023,0.031,0.0016,0.039,0.07,0.0032,0.02,0.0139,0.0239,0.015,0.82,0,0,0,0.017
ぼら,1.28,0.747,0.192,0.05,0.001,0.01,0.87,3.3,0.17,0.24,1.7,0.007,0.005,0.0006,0.0001,0.08,0,0.08,0.1,0.016,0,0.0016,0.0026,0.045,0.0043,0.047,0.04,0.0066,0.01,0.0117,0.014,0.0156,0.65,0,0,0,0.002
からすみ,4.23,0.259,0.404,0.289,0.003,0.045,14,1.7,0.09,0.23,5.3,0.015,0.093,0.0019,0.0004,3.5,0.08,3.5,0.33,0.097,0.07,0.0001,0.0093,0.027,0.0026,0.284,0.62,0.0517,0.1,0.0268,0.0571,0.0583,8.6,0,0,0,0.036
まぐろ,1.06,0.74,0.243,0.004,0,0.013,0.43,4.5,0.05,0.37,2.9,0.02,0.005,0.0006,0.0001,0.02,0,0.02,0.06,0.004,0,0.0015,0.0009,0.175,0.0064,0.058,0.05,0.0036,0,0.0008,0.0005,0.0011,0.37,0,0,0,0.001
まぐろ赤身,1.25,0.704,0.264,0.014,0.001,0.017,0.49,3.8,0.05,0.45,2.7,0.011,0.004,0.0004,0.0001,0.83,0,0.83,0.05,0.008,0,0.001,0.0005,0.142,0.0085,0.013,0.08,0.0041,0.02,0.0025,0.003,0.0019,0.5,0,0,0,0.001
まぐろ脂身,3.44,0.514,0.201,0.275,0.001,0.009,0.71,2.3,0.07,0.35,1.8,0.016,0.005,0.0004,0,2.7,0,2.7,0.18,0.015,0,0.0004,0.0007,0.098,0.0082,0.01,0.08,0.0047,0.04,0.0591,0.1018,0.0641,0.55,0,0,0,0.002
めじまぐろ,1.52,0.687,0.252,0.048,0.001,0.012,0.42,4.1,0.09,0.4,2.9,0.018,0.005,0.0009,0.0001,0.61,0,0.61,0.12,0.012,0,0.0019,0.0019,0.194,0.0073,0.069,0.06,0.0059,0.01,0.0109,0.0099,0.0155,0.58,0,0,0,0.001
まぐろ味付缶,1.36,0.657,0.19,0.023,0.099,0.031,7.6,2.8,0.24,0.31,3.5,0.04,0.01,0.0012,0.0013,0,0,0,0.05,0.007,0,0.0007,0.0003,0.08,0.0016,0.037,0.13,0.0023,0,0.0058,0.0049,0.0068,0.58,0,0,0,0.019
ツナ,2.67,0.591,0.177,0.217,0.001,0.014,3.4,2.3,0.04,0.25,1.6,0.005,0.003,0.0004,0.0001,0.08,0,0.08,0.02,0.047,0.44,0.0001,0.0003,0.088,0.0026,0.011,0.03,0.0009,0,0.0337,0.0486,0.1216,0.32,0,0,0,0.009
まながつお,1.75,0.708,0.171,0.109,0,0.012,1.6,3.7,0.21,0.25,1.9,0.003,0.005,0.0002,0.0001,0.9,0,0.9,0.05,0.014,0,0.0022,0.0013,0.036,0.003,0.014,0.07,0.0137,0.01,0.038,0.0398,0.0152,0.7,0,0,0,0.004
むつ,1.89,0.697,0.167,0.126,0,0.01,0.85,3.9,0.25,0.2,1.8,0.005,0.004,0.0003,0.0001,0.08,0,0.08,0.04,0.009,0,0.0003,0.0016,0.024,0.001,0.019,0.06,0.0031,0,0.0169,0.0859,0.0081,0.59,0,0,0,0.002
めじな,1.25,0.747,0.194,0.045,0.001,0.013,0.91,3.8,0.27,0.3,2.4,0.003,0.009,0.0003,0.0001,0.55,0,0.55,0.01,0.008,0,0.0005,0.0038,0.027,0.0016,0.018,0.02,0.0044,0,0.0117,0.0109,0.0101,0.56,0,0,0,0.002
めばる,1.09,0.772,0.181,0.035,0,0.012,0.75,3.5,0.8,0.27,2,0.004,0.004,0.0005,0,0.11,0,0.11,0.01,0.015,0,0.0007,0.0017,0.016,0.0011,0.015,0.05,0.0037,0.02,0.0079,0.0092,0.0095,0.75,0,0,0,0.002
メルルーサ,0.77,0.811,0.17,0.006,0,0.013,1.4,3.2,0.12,0.38,1.5,0.002,0.004,0.0002,0.0001,0.05,0,0.05,0.01,0.013,0,0.0009,0.0004,0.01,0.0007,0.008,0.05,0.0032,0,0.0011,0.0015,0.0019,0.45,0,0,0,0.004
やまめ,1.19,0.756,0.184,0.043,0.003,0.014,0.5,4.2,0.85,0.28,2.8,0.005,0.008,0.0004,0.0001,0.15,0,0.15,0.08,0.022,0,0.0015,0.0016,0.038,0.0022,0.066,0.13,0.0148,0.03,0.0091,0.0139,0.012,0.65,0,0,0,0.001
わかさぎ,0.77,0.818,0.144,0.017,0.001,0.02,2,1.2,4.5,0.25,3.5,0.008,0.02,0.0019,0.0013,0.99,0,0.99,0.02,0.007,0,0.0001,0.0014,0.016,0.0017,0.079,0.21,0.0051,0.01,0.0029,0.0032,0.0056,2.1,0,0,0,0.005
あかがい,0.74,0.804,0.135,0.003,0.035,0.023,3,2.9,0.4,0.55,1.4,0.05,0.015,0.0006,0,0.3,0.6,0.4,0,0.009,0.01,0.002,0.002,0.025,0.001,0.592,0.2,0.0102,0.02,0.0003,0.0001,0.0004,0.46,0,0,0,0.008
あさり,0.3,0.903,0.06,0.003,0.004,0.03,8.7,1.4,0.66,1,0.85,0.038,0.01,0.0006,0.001,0.02,0.22,0.06,0,0.004,0,0.0002,0.0016,0.014,0.0004,0.524,0.11,0.0039,0.01,0.0002,0.0001,0.0004,0.4,0,0,0,0.022
あさりつくだ煮,2.25,0.38,0.208,0.024,0.301,0.087,29,2.7,2.6,0.79,3,0.188,0.028,0.0018,0.0094,0.26,2,0.6,0,0.014,0.04,0.0002,0.0018,0.011,0.0009,0.145,0.42,0.004,0,0.0032,0.0021,0.0047,0.61,0,0,0,0.074
あさり水煮,1.14,0.732,0.203,0.022,0.019,0.024,3.9,0.09,1.1,0.46,2.6,0.378,0.034,0.0029,0.0137,0.03,0.35,0.09,0,0.027,0.03,0,0.0009,0.008,0.0001,0.638,0.1,0,0,0.0033,0.0021,0.0032,0.89,0,0,0,0.01
あわび,0.73,0.815,0.127,0.003,0.04,0.015,3.3,2,0.2,0.54,1,0.015,0.007,0.0036,0.0002,0,0.17,0.03,0,0.005,0.23,0.001,0.0009,0.01,0.0002,0.004,0.22,0.019,0.01,0.0004,0.0003,0.0004,0.97,0,0,0,0.008
干しあわび,2.73,0.279,0.38,0.016,0.238,0.087,29,4.9,0.39,1.1,3,0.02,0.016,0.0074,0.0005,0,0.47,0.08,0,0.012,0.03,0.0036,0.0011,0.033,0.0005,0.024,0.87,0.0071,0,0.0022,0.0014,0.0023,3.9,0,0,0,0.074
エスカルゴ,0.82,0.799,0.165,0.01,0.008,0.018,2.6,0.05,4,0.37,1.3,0.039,0.015,0.0307,0.0038,0,0,0,0,0.006,0.05,0,0.0009,0,0,0.006,0.01,0,0,0.0007,0.0006,0.0021,2.4,0,0,0,0.007
かき,0.6,0.85,0.066,0.014,0.047,0.023,5.2,1.9,0.88,0.74,1,0.019,0.132,0.0089,0.0038,0.22,0.06,0.23,0,0.012,0,0.0004,0.0014,0.014,0.0008,0.281,0.4,0.0059,0.03,0.0023,0.0018,0.0032,0.51,0,0,0,0.013
蛎,0.6,0.85,0.066,0.014,0.047,0.023,5.2,1.9,0.88,0.74,1,0.019,0.132,0.0089,0.0038,0.22,0.06,0.23,0,0.012,0,0.0004,0.0014,0.014,0.0008,0.281,0.4,0.0059,0.03,0.0023,0.0018,0.0032,0.51,0,0,0,0.013
さざえ,0.89,0.78,0.194,0.004,0.008,0.014,2.4,2.5,0.22,0.54,1.4,0.008,0.022,0.0039,0.0002,0,3.6,0.61,0,0.023,0.03,0.0004,0.0009,0.017,0.0005,0.013,0.16,0.0024,0.01,0.0005,0.0002,0.0006,1.4,0,0,0,0.006
しじみ,0.51,0.883,0.056,0.01,0.043,0.008,0.73,0.66,1.3,0.12,0.86,0.053,0.021,0.0042,0.015,0.14,1.2,0.34,0,0.016,0.01,0.0003,0.0025,0.01,0.0009,0.624,0.17,0.0038,0.01,0.0013,0.0012,0.0014,0.78,0,0,0,0.002
たいらがい,1,0.752,0.218,0.002,0.015,0.013,2.6,2.6,0.16,0.36,1.5,0.006,0.043,0.0001,0.0003,0,0,0,0,0.008,0,0.0001,0.0009,0.015,0.0006,0,0.25,0.0051,0.02,0.0002,0.0001,0.0004,0.23,0,0,0,0.007
たにし,0.8,0.788,0.13,0.011,0.036,0.035,0.23,0.7,13,0.77,1.4,0.194,0.062,0.019,0.021,0.15,9.6,1.8,0,0.005,0.01,0.0011,0.0032,0.02,0.0005,0.178,0.28,0.0052,0,0.0008,0.001,0.0014,0.72,0,0,0,0.001
つぶがい,0.86,0.782,0.178,0.002,0.023,0.015,3.8,1.6,0.6,0.92,1.2,0.013,0.012,0.0006,0.0004,0,0.19,0.03,0,0.018,0,0,0.0012,0.009,0.0011,0.065,0.15,0.0059,0,0.0002,0.0001,0.0005,1.1,0,0,0,0.01
とこぶし,0.84,0.789,0.16,0.004,0.03,0.017,2.6,2.5,0.24,0.55,1.6,0.018,0.014,0.003,0.0006,0,0.58,0.1,0,0.013,0,0.0015,0.0014,0.017,0.0007,0.032,0.24,0.0157,0.01,0.0004,0.0003,0.0005,1.5,0,0,0,0.007
とりがい,0.86,0.786,0.129,0.003,0.069,0.013,1,1.5,0.19,0.43,1.2,0.029,0.016,0.0005,0.0011,0,0,0,0,0.012,0,0.0016,0.0006,0.017,0.0004,0.101,0.18,0.011,0.01,0.0004,0.0002,0.0002,0.22,0,0,0,0.003
ばいがい,0.87,0.785,0.163,0.006,0.031,0.015,2.2,3.2,0.44,0.84,1.6,0.007,0.013,0.0009,0.0004,0,0.1,0.02,0,0.022,0,0.0003,0.0014,0.013,0.0011,0.043,0.14,0.0102,0.02,0.0006,0.0004,0.0015,1.1,0,0,0,0.006
ばかがい,0.61,0.846,0.109,0.005,0.024,0.016,3,2.2,0.42,0.51,1.5,0.011,0.018,0.0005,0.0007,0.04,0.05,0.05,0,0.008,0,0.0014,0.0006,0.021,0.0008,0.079,0.18,0.0079,0.01,0.0006,0.0004,0.0008,1.2,0,0,0,0.008
はまぐり,0.38,0.888,0.061,0.005,0.018,0.028,7.8,1.6,1.3,0.81,0.96,0.021,0.017,0.001,0.0014,0.07,0.25,0.11,0,0.005,0,0.0008,0.0016,0.011,0.0008,0.284,0.2,0.0037,0.01,0.0008,0.0004,0.0011,0.25,0,0,0,0.02
はまぐりつくだ煮,2.19,0.401,0.27,0.028,0.214,0.087,28,3.2,1.2,0.95,3.4,0.072,0.042,0.002,0.0103,0,0,0,0,0.019,0.02,0.0002,0.001,0.016,0.0011,0.454,0.49,0.0034,0,0.0041,0.0028,0.0051,1,0,0,0,0.071
ほたてがい,0.72,0.823,0.135,0.009,0.015,0.018,3.2,3.1,0.22,0.59,2.1,0.022,0.027,0.0013,0.0012,0.1,1.5,0.35,0,0.009,0.01,0.0005,0.0029,0.017,0.0007,0.114,0.87,0.0066,0.03,0.0018,0.0009,0.0015,0.33,0,0,0,0.008
貝柱,0.97,0.757,0.179,0.001,0.049,0.014,1.2,4.2,0.07,0.47,2.6,0.002,0.018,0.0004,0.0002,0,0,0,0,0.011,0,0,0.0007,0.02,0.0013,0.02,0.81,0.0035,0.02,0.0001,0,0.0002,0.33,0,0,0,0.003
ほっきがい,0.73,0.821,0.111,0.011,0.038,0.019,2.5,2.6,0.62,0.75,1.6,0.044,0.018,0.0015,0.0011,0.06,0.1,0.08,0,0.014,0,0.0001,0.0016,0.019,0.0012,0.475,0.45,0.002,0.02,0.001,0.001,0.001,0.51,0,0,0,0.006
みるがい,0.82,0.789,0.183,0.004,0.003,0.021,3.3,4.2,0.55,0.75,1.6,0.033,0.01,0.0004,0.0016,0,0,0,0,0.006,0,0,0.0014,0.02,0.0005,0.091,0.13,0.0064,0.01,0.0004,0.0002,0.0005,0.36,0,0,0,0.008
あまえび,0.87,0.782,0.198,0.003,0.001,0.016,3,3.1,0.5,0.42,2.4,0.001,0.01,0.0044,0.0002,0.03,0,0.03,0,0.034,0,0.0002,0.0003,0.011,0.0004,0.024,0.25,0.0021,0,0.0003,0.0005,0.0006,1.3,0,0,0,0.008
いせえび,0.92,0.766,0.209,0.004,0,0.021,3.5,4,0.37,0.39,3.3,0.001,0.018,0.0065,0.0002,0,0,0,0,0.038,0,0.0001,0.0003,0.021,0.0014,0.003,0.15,0.0041,0.01,0.0003,0.0003,0.0007,0.93,0,0,0,0.009
くるまえび,0.97,0.761,0.216,0.006,0,0.017,1.7,4.3,0.41,0.46,3.1,0.005,0.014,0.0042,0.0002,0,0.49,0.08,0,0.018,0,0.0011,0.0006,0.038,0.0012,0.019,0.23,0.0111,0,0.0008,0.0005,0.0012,1.7,0,0,0,0.004
さくらえび,0.91,0.756,0.182,0.015,0,0.047,8.3,2.5,6.9,0.92,3.6,0.005,0.014,0.0205,0.0009,0.06,0.03,0.07,0,0.028,0,0.001,0.0008,0.011,0.0009,0.043,0.41,0.0037,0,0.0019,0.0022,0.0025,2.3,0,0,0,0.021
大正えび,0.95,0.763,0.217,0.003,0.001,0.016,2,3.6,0.34,0.45,3,0.001,0.014,0.0061,0.0002,0.06,0.04,0.06,0,0.018,0,0.0003,0.0004,0.024,0.0007,0.021,0.45,0.0061,0.01,0.0004,0.0004,0.0006,1.6,0,0,0,0.005
しばえび,0.83,0.793,0.187,0.004,0.001,0.015,2.5,2.6,0.56,0.3,2.7,0.01,0.01,0.0035,0.0011,0.03,0.2,0.06,0,0.017,0,0.0002,0.0006,0.022,0.001,0.011,0.57,0.0038,0.02,0.0006,0.0004,0.0008,1.7,0,0,0,0.006
ブラックタイガー,0.82,0.799,0.184,0.003,0.003,0.011,1.5,2.3,0.67,0.36,2.1,0.002,0.014,0.0039,0.0002,0.01,0,0.01,0,0.014,0,0.0007,0.0003,0.026,0.0007,0.009,0.15,0.0059,0,0.0004,0.0003,0.0006,1.5,0,0,0,0.004
えび,0.83,0.793,0.187,0.004,0.001,0.015,2.5,2.6,0.56,0.3,2.7,0.01,0.01,0.0035,0.0011,0.03,0.2,0.06,0,0.017,0,0.0002,0.0006,0.022,0.001,0.011,0.57,0.0038,0.02,0.0006,0.0004,0.0008,1.7,0,0,0,0.006
むきえび,0.83,0.793,0.187,0.004,0.001,0.015,2.5,2.6,0.56,0.3,2.7,0.01,0.01,0.0035,0.0011,0.03,0.2,0.06,0,0.017,0,0.0002,0.0006,0.022,0.001,0.011,0.57,0.0038,0.02,0.0006,0.0004,0.0008,1.7,0,0,0,0.006
毛がに,0.83,0.792,0.184,0.005,0.002,0.017,2.4,2.8,0.66,0.39,2,0.006,0.038,0.0046,0.0002,0,0,0,0,0.037,0,0.0007,0.0023,0.024,0.0013,0.025,0.1,0.004,0,0.0006,0.0007,0.0017,0.53,0,0,0,0.006
ずわいがに,0.69,0.825,0.15,0.006,0.001,0.018,2.4,2.4,1.2,0.55,1.5,0.007,0.031,0.0056,0.0002,0,0,0,0,0.026,0,0.0021,0.0057,0.061,0.0011,0.072,0.09,0.0054,0,0.0005,0.0008,0.0016,0.61,0,0,0,0.006
かに,0.69,0.825,0.15,0.006,0.001,0.018,2.4,2.4,1.2,0.55,1.5,0.007,0.031,0.0056,0.0002,0,0,0,0,0.026,0,0.0021,0.0057,0.061,0.0011,0.072,0.09,0.0054,0,0.0005,0.0008,0.0016,0.61,0,0,0,0.006
ずわいがに缶,0.73,0.811,0.163,0.004,0.002,0.02,6.7,0.21,0.68,0.29,1.2,0.005,0.047,0.0035,0.001,0,0,0,0,0.02,0,0,0.0003,0.001,0,0.002,0.01,0,0,0.0004,0.0005,0.0009,0.7,0,0,0,0.017
たらばがに,0.8,0.8,0.175,0.005,0.003,0.017,3.1,2.3,0.48,0.51,1.9,0.002,0.042,0.0041,0.0004,0,0.08,0.01,0,0.03,0,0.0007,0.0006,0.018,0.0013,0.099,0.15,0.0048,0,0.0005,0.0008,0.0014,0.53,0,0,0,0.008
たらばがに缶,0.9,0.77,0.206,0.003,0.001,0.02,5.8,0.9,0.52,0.34,2.2,0.002,0.063,0.0058,0.0006,0,0,0,0,0.029,0,0.0002,0.001,0.002,0.0004,0.061,0.04,0.0026,0,0.0003,0.0004,0.0007,0.6,0,0,0,0.015
こういか,0.66,0.834,0.149,0.003,0.001,0.013,2.8,2.2,0.17,0.48,1.7,0.001,0.015,0.0045,0.0002,0.05,0,0.05,0,0.022,0,0.0003,0.0005,0.013,0.0006,0.014,0.03,0.0052,0.01,0,0,0,2.1,0,0,0,0.007
するめいか,0.88,0.79,0.181,0.012,0.002,0.015,3,2.7,0.14,0.54,2.5,0.001,0.015,0.0034,0.0001,0.13,0,0.13,0,0.021,0,0.0005,0.0004,0.042,0.002,0.065,0.05,0.0054,0.01,0.0016,0.0005,0.0029,2.7,0,0,0,0.008
ほたるいか,0.84,0.83,0.118,0.035,0.002,0.015,2.7,2.9,0.14,0.39,1.7,0.008,0.013,0.0342,0.0005,15,0,15,0,0.043,0,0.0019,0.0027,0.026,0.0015,0.14,0.34,0.0109,0.05,0.0058,0.0069,0.0094,2.4,0,0,0,0.007
やりいか,0.85,0.797,0.176,0.01,0.004,0.013,1.7,3,0.1,0.42,2.8,0.001,0.012,0.0025,0.0002,0.08,0,0.08,0,0.014,0,0.0004,0.0003,0.035,0.001,0.011,0.05,0.0027,0.02,0.0018,0.0005,0.0026,3.2,0,0,0,0.004
するめ,3.34,0.202,0.692,0.043,0.004,0.059,8.9,11,0.43,1.7,11,0.008,0.054,0.099,0.0006,0.22,0,0.22,0,0.044,0,0.001,0.001,0.141,0.0034,0.123,0.11,0.0157,0,0.006,0.0012,0.0089,9.8,0,0,0,0.023
さきいか,2.79,0.264,0.455,0.031,0.173,0.077,27,2.3,0.23,0.82,4.3,0.016,0.028,0.0027,0.0007,0.03,0,0.03,0,0.017,0,0.0006,0.0009,0.089,0.0032,0.069,0.01,0.0047,0,0.0025,0.0008,0.0043,3.7,0,0,0,0.069
いかくん製,2.06,0.435,0.352,0.015,0.128,0.07,24,2.4,0.09,0.34,3.3,0.007,0.021,0.0026,0.0002,0,0,0,0,0.018,0,0.001,0.0015,0.09,0.001,0.053,0.02,0.0017,0,0.0024,0.0007,0.004,2.8,0,0,0,0.061
いか塩辛,1.17,0.673,0.152,0.034,0.065,0.076,27,1.7,0.16,0.48,2.1,0.011,0.017,0.0191,0.0003,2,0,2,0,0.033,0,0,0.001,0.033,0.0031,0.167,0.13,0.0061,0,0.0074,0.0056,0.0124,2.3,0,0,0,0.069
いいだこ,0.7,0.832,0.146,0.008,0.001,0.013,2.5,2,0.2,0.43,1.9,0.022,0.031,0.0296,0.0006,0.35,0.09,0.37,0,0.027,0,0.0001,0.0008,0.032,0.0011,0.02,0.37,0.007,0.01,0.0011,0.0006,0.002,1.5,0,0,0,0.006
まだこ,0.76,0.811,0.164,0.007,0.001,0.017,2.8,2.9,0.16,0.55,1.6,0.006,0.016,0.003,0.0003,0.05,0,0.05,0,0.019,0,0.0003,0.0009,0.022,0.0007,0.013,0.04,0.0024,0,0.0007,0.0003,0.0014,1.5,0,0,0,0.007
ゆでだこ,0.99,0.762,0.217,0.007,0.001,0.013,2.3,2.4,0.19,0.52,1.2,0.002,0.018,0.0043,0.0004,0.05,0,0.05,0,0.019,0,0.0003,0.0005,0.019,0.0007,0.012,0.02,0.0017,0,0.0008,0.0003,0.0016,1.5,0,0,0,0.006
あみつく,2.33,0.35,0.191,0.018,0.351,0.09,27,3.5,4.9,1,4.1,0.071,0.017,0.0097,0.0063,1.7,0.16,1.7,0,0.047,0.07,0.0013,0.0021,0.018,0.0008,0.07,0.35,0.0078,0,0.003,0.0024,0.0055,1.2,0,0,0,0.069
あみ塩辛,0.65,0.637,0.129,0.011,0.008,0.215,78,2.8,4.6,0.82,2.7,0.005,0.008,0.007,0.0013,0.65,0,0.65,0,0.024,0,0.0007,0.0007,0.018,0.0009,0.027,0.22,0.0061,0,0.0018,0.0015,0.0025,1.4,0,0,0,0.198
うに,1.2,0.738,0.16,0.048,0.033,0.021,2.2,3.4,0.12,0.27,3.9,0.009,0.02,0.0005,0.0005,0,7,1.2,0,0.036,0.27,0.001,0.0044,0.011,0.0015,0.013,3.6,0.0072,0.03,0.0063,0.0077,0.0102,2.9,0,0,0,0.006
