name,energy,protein,lipid,carbohydrate,calcium,iron,vitaminE,vitaminB1,vitaminB2,vitaminC,cholesterol,solt
大福もち,2.35,0.048,0.005,0.528,0.11,0.01,0.001,0.0003,0.0002,0,0,0.001
タルト,2.93,0.058,0.029,0.609,0.21,0.01,0.003,0.0004,0.0012,0,1.1,0.001
ちまき,1.53,0.013,0.002,0.364,0.01,0.002,0,0.0002,0,0,0,0
どら焼,2.84,0.062,0.026,0.589,0.22,0.009,0.004,0.0008,0.001,0,0.8,0.003
ねりきり,2.64,0.053,0.003,0.601,0.14,0.015,0.001,0.0001,0.0003,0,0,0
カステラまんじゅう,2.94,0.064,0.016,0.636,0.29,0.013,0.002,0.0004,0.0007,0,0.43,0.001
くずまんじゅう,2.2,0.031,0.002,0.514,0.09,0.009,0.001,0.0001,0.0002,0,0,0.001
くりまんじゅう,3.09,0.06,0.013,0.683,0.22,0.013,0.002,0.0004,0.0006,0,0.33,0.001
とうまんじゅう,2.96,0.062,0.02,0.634,0.2,0.013,0.003,0.0004,0.0009,0,0.68,0.001
蒸しまんじゅう,2.61,0.048,0.005,0.592,0.17,0.011,0.001,0.0003,0.0002,0,0,0.002
あんまん,2.81,0.059,0.058,0.512,0.53,0.011,0.002,0.0008,0.0004,0,0.03,0
肉まん,2.51,0.092,0.044,0.436,0.28,0.008,0.005,0.0021,0.0013,0.09,0.15,0.009
もなか,2.85,0.048,0.004,0.656,0.12,0.013,0.001,0.0002,0.0002,0,0,0
ゆべし,3.27,0.024,0.035,0.714,0.06,0.004,0.002,0.0003,0.0002,0,0,0.006
ようかん,2.96,0.036,0.002,0.7,0.15,0.011,0.001,0.0001,0.0002,0,0,0
水ようかん,1.71,0.026,0.001,0.4,0.1,0.008,0.001,0,0.0001,0,0,0.001
あめ玉,3.9,0,0,0.975,0.01,0,0,0,0,0,0,0
芋かりんとう,4.76,0.014,0.206,0.713,0.47,0.008,0.057,0.0013,0.0003,0.34,0,0
おこし,3.83,0.038,0.008,0.901,0.04,0.002,0.001,0.0002,0.0001,0,0,0.002
かりんとう,4.41,0.074,0.118,0.762,0.68,0.017,0.023,0.0011,0.0006,0,0,0
ごかぼう,3.84,0.104,0.059,0.724,0.62,0.023,0.006,0.0019,0.0007,0,0,0
いそべせんべい,3.82,0.041,0.008,0.895,0.12,0.003,0.002,0.0007,0.0002,0,0,0.013
かわらせんべい,3.98,0.075,0.035,0.84,0.25,0.009,0.006,0.0004,0.001,0,1.1,0.003
巻きせんべい,3.92,0.042,0.015,0.904,0.23,0.004,0.002,0.0006,0.0005,0,0.34,0.001
南部せんべい,4.32,0.109,0.11,0.724,2.4,0.023,0.007,0.0029,0.0008,0,0,0.011
中華風クッキー,5.34,0.05,0.296,0.618,0.27,0.005,0.004,0.0006,0.0007,0,0.81,0.002
ひなあられ関東風,4,0.051,0.043,0.853,0.36,0.012,0.002,0.0006,0.0005,0,0,0.002
ひなあられ関西風,3.98,0.083,0.036,0.832,0.39,0.03,0.001,0.0006,0.0008,0,0,0.014
揚げせんべい,4.65,0.057,0.175,0.712,0.05,0.007,0.033,0.0008,0.0002,0,0,0.012
甘辛せんべい,3.8,0.067,0.009,0.863,0.07,0.009,0.002,0.0009,0.0003,0,0,0.012
あられ,3.81,0.079,0.014,0.842,0.15,0.005,0.001,0.0009,0.0005,0,0,0.017
塩せんべい,3.73,0.078,0.01,0.831,0.13,0.008,0,0.0002,0.0003,0,0,0.02
タマゴボーロ,3.91,0.025,0.022,0.904,0.16,0.007,0.002,0.0001,0.0009,0,0.84,0.001
八つ橋,3.95,0.034,0.005,0.941,0.03,0.004,0.001,0.0005,0.0001,0,0,0
らくがん,3.89,0.024,0.002,0.943,0.03,0.002,0,0.0001,0,0,0,0
あんパン,2.8,0.079,0.053,0.502,0.31,0.01,0.004,0.0006,0.0005,0,0,0.007
クリームパン,3.05,0.103,0.109,0.414,0.52,0.01,0.009,0.0009,0.0018,0,1.3,0.009
ジャムパン,2.97,0.066,0.058,0.545,0.31,0.005,0.004,0.0007,0.0004,0.03,0,0.008
チョココロネ,3.08,0.05,0.119,0.451,0.72,0.004,0.02,0.0008,0.0013,0,0.12,0.005
シュークリーム,2.45,0.084,0.136,0.223,0.47,0.012,0.014,0.0005,0.0028,0,2.5,0.003
チーズババロアシュークリーム,2.45,0.084,0.136,0.223,0.47,0.012,0.014,0.0005,0.0028,0,2.5,0.003
エクレア,2.45,0.084,0.136,0.223,0.47,0.012,0.014,0.0005,0.0028,0,2.5,0.003
スポンジケーキ,2.98,0.081,0.056,0.538,0.28,0.009,0.004,0.0003,0.0012,0,1.7,0.002
ショートケーキ,3.44,0.074,0.14,0.471,0.33,0.007,0.004,0.0003,0.0011,0,1.5,0.002
ケーキ,3.44,0.074,0.14,0.471,0.33,0.007,0.004,0.0003,0.0011,0,1.5,0.002
デニッシュペストリー,3.96,0.072,0.207,0.451,0.34,0.006,0.047,0.0013,0.0012,0,0.16,0.012
イーストドーナッツ,3.87,0.071,0.204,0.438,0.45,0.006,0.034,0.001,0.0012,0,0.22,0.008
ドーナッツ,3.75,0.07,0.118,0.603,0.45,0.007,0.016,0.0008,0.0013,0,1,0.004
パイ皮,4.35,0.077,0.337,0.252,0.1,0.004,0.053,0.0004,0.0001,0,0.01,0.013
アップルパイ,3.04,0.04,0.175,0.327,0.06,0.002,0.028,0.0002,0.0001,0.01,0.01,0.007
ミートパイ,4.14,0.101,0.311,0.233,0.15,0.006,0.047,0.0016,0.0006,0.01,0.15,0.017
バターケーキ,4.44,0.056,0.256,0.478,0.5,0.008,0.007,0.0005,0.0013,0,1.7,0.003
ホットケーキ,2.61,0.075,0.055,0.454,1.1,0.006,0.005,0.0009,0.0018,0,0.84,0.007
ワッフル,2.56,0.083,0.088,0.36,0.71,0.009,0.009,0.0007,0.0023,0,1.7,0.002
カスタードプディング,1.26,0.055,0.05,0.147,0.81,0.006,0.003,0.0005,0.0026,0,1.4,0.002
オレンジゼリー,0.7,0.023,0,0.153,0.03,0.001,0.001,0.0002,0,0.07,0,0
ゼリー,0.7,0.023,0,0.153,0.03,0.001,0.001,0.0002,0,0.07,0,0
コーヒーゼリー,0.45,0.017,0,0.095,0.02,0,0,0,0,0,0,0
ミルクゼリー,1.1,0.042,0.029,0.167,0.84,0,0.001,0.0003,0.0011,0.01,0.09,0.001
ワインゼリー,0.66,0.017,0,0.133,0.01,0.001,0,0,0,0,0,0
ババロア,2.18,0.056,0.128,0.2,0.75,0.007,0.005,0.0004,0.0014,0,1.7,0.001
ウエハース,4.54,0.076,0.136,0.753,0.21,0.006,0.012,0.0003,0.0008,0,0.18,0.012
クラッカー,4.92,0.085,0.225,0.639,1.8,0.008,0.125,0.0008,0.0004,0,0,0.015
サブレ,4.65,0.06,0.166,0.73,0.38,0.006,0.019,0.0008,0.0008,0,0.62,0.002
ハードビスケット,4.32,0.076,0.1,0.778,3.3,0.009,0.011,0.0013,0.0022,0,0.1,0.008
ソフトビスケット,5.22,0.057,0.276,0.626,0.2,0.005,0.025,0.0006,0.0005,0,0.58,0.006
ロシアケーキ,4.99,0.056,0.237,0.657,0.4,0.007,0.048,0.0007,0.0014,0,0.03,0.005
小麦粉あられ,4.82,0.073,0.197,0.688,0.21,0.005,0.023,0.0012,0.0004,0,0.02,0.018
コーンスナック,5.26,0.052,0.271,0.653,0.5,0.004,0.042,0.0002,0.0005,0,0,0.012
ポテトチップス,5.54,0.047,0.352,0.547,0.17,0.017,0.064,0.0026,0.0006,0.15,0,0.01
キャラメル,4.33,0.04,0.117,0.779,1.9,0.003,0.006,0.0009,0.0018,0,0.14,0.003
ゼリーキャンデー,3.36,0,0,0.84,0.08,0.001,0,0,0,0,0,0
ゼリービーンズ,3.62,0.001,0,0.903,0.1,0.002,0,0,0,0,0,0
ドロップ,3.92,0,0,0.98,0.01,0,0,0,0,0,0,0
マシュマロ,3.26,0.022,0,0.793,0.01,0.001,0,0,0,0,0,0
チョコレート,5.13,0.071,0.258,0.631,1.7,0.017,0.014,0.0016,0.0027,0,0.13,0.004
ホワイトチョコレート,5.88,0.072,0.395,0.509,2.5,0.001,0.014,0.0008,0.0039,0,0.22,0.002
ミルクチョコレート,5.57,0.074,0.34,0.554,2.4,0.024,0.014,0.0019,0.0041,0,0.19,0.002
マロングラッセ,3.17,0.011,0.003,0.774,0.08,0.006,0,0,0.0003,0,0,0.001
板ガム,3.88,0,0,0.969,0.03,0.001,0,0,0,0,0,0
糖衣ガム,3.9,0,0,0.976,0.01,0.001,0,0,0,0,0,0
風船ガム,3.87,0,0,0.967,0.03,0.001,0,0,0,0,0,0
酒,1.09,0.004,0,0.049,0.03,0,0,0,0,0,0,0
純米酒,1.03,0.004,0,0.036,0.03,0.001,0,0,0,0,0,0
本醸造酒,1.07,0.004,0,0.045,0.03,0,0,0,0,0,0,0
吟醸酒,1.04,0.003,0,0.036,0.02,0,0,0,0,0,0,0
純米吟醸酒,1.03,0.004,0,0.041,0.02,0,0,0,0,0,0,0
ビール,0.4,0.003,0,0.031,0.03,0,0,0,0.0002,0,0,0
発泡酒,0.45,0.001,0,0.036,0.04,0,0,0,0.0001,0,0,0
白ワイン,0.73,0.001,0,0.02,0.08,0.003,0,0,0,0,0,0
赤ワイン,0.73,0.002,0,0.015,0.07,0.004,0,0,0.0001,0,0,0
ワイン,0.73,0.002,0,0.015,0.07,0.004,0,0,0.0001,0,0,0
ロゼワイン,0.77,0.001,0,0.04,0.1,0.004,0,0,0,0,0,0
紹興酒,1.27,0.017,0,0.051,0.25,0.003,0,0,0.0003,0,0,0
しょうちゅう,2.06,0,0,0,0,0,0,0,0,0,0,0
ウイスキー,2.37,0,0,0,0,0,0,0,0,0,0,0
ブランデー,2.37,0,0,0,0,0,0,0,0,0,0,0
蒸ウオッカ,2.4,0,0,0,0,0,0,0,0,0,0,0
ジン,2.84,0,0,0.001,0,0,0,0,0,0,0,0
ラム,2.4,0,0,0.001,0,0,0,0,0,0,0,0
マオタイ酒,3.22,0,0,0,0.02,0.003,0,0,0,0,0,0
梅酒,1.56,0.001,0,0.207,0.01,0,0,0,0.0001,0,0,0
合成清酒,1.09,0.001,0,0.053,0.02,0,0,0,0,0,0,0
料理酒,1.09,0.001,0,0.053,0.02,0,0,0,0,0,0,0
白酒,2.38,0.019,0,0.481,0.03,0.001,0,0.0002,0.0001,0.01,0,0
みりん,2.41,0.003,0,0.432,0.02,0,0,0,0,0,0,0
キュラソー,3.22,0,0,0.264,0,0,0,0,0,0,0,0
玉露浸出液,0.05,0.013,0,0,0.04,0.002,0,0.0002,0.0011,0.19,0,0
抹茶,3.24,0.306,0.053,0.385,4.2,0.17,0.281,0.006,0.0135,0.6,0,0
せん茶浸出液,0.02,0.002,0,0.002,0.03,0.002,0,0,0.0005,0.06,0,0
番茶浸出液,0,0,0,0.001,0.05,0.002,0,0,0.0003,0.03,0,0
ほうじ茶浸出液,0,0,0,0.001,0.02,0,0,0,0.0002,0,0,0
玄米茶浸出液,0,0,0,0,0.02,0,0,0,0.0001,0.01,0,0
ウーロン茶浸出液,0,0,0,0.001,0.02,0,0,0,0.0003,0,0,0
紅茶浸出液,0.01,0.001,0,0.001,0.01,0,0,0,0.0001,0,0,0
コーヒー浸出液,0.04,0.002,0,0.007,0.02,0,0,0,0.0001,0,0,0
インスタントコーヒー,2.88,0.147,0.003,0.565,1.4,0.03,0.002,0.0002,0.0014,0,0,0.001
コーヒー飲料,0.38,0.007,0.003,0.082,0.22,0.001,0,0.0001,0.0004,0,0,0.001
ココア,2.71,0.185,0.216,0.424,1.4,0.14,0.007,0.0016,0.0022,0,0.01,0
ミルクココア,4.12,0.074,0.068,0.804,1.8,0.029,0.005,0.0007,0.0042,0,0,0.007
甘酒,0.81,0.017,0.001,0.183,0.03,0.001,0,0.0001,0.0003,0,0,0.002
昆布茶,0.98,0.057,0.004,0.423,0.8,0.019,0,0.0002,0.0006,0,0,0.483
炭酸飲料,0.51,0,0,0.128,0.03,0,0,0,0,0,0,0
コーラ,0.46,0.001,0,0.114,0.02,0,0,0,0,0,0,0
サイダー,0.41,0,0,0.102,0.01,0,0,0,0,0,0,0
麦茶浸出液,0.01,0,0,0.003,0.02,0,0,0,0,0,0,0
ウスターソース,1.17,0.01,0.001,0.268,0.58,0.016,0.002,0.0001,0.0002,0,0,0.084
ソース,1.17,0.01,0.001,0.268,0.58,0.016,0.002,0.0001,0.0002,0,0,0.084
中濃ソース,1.32,0.008,0.001,0.308,0.61,0.017,0.005,0.0002,0.0004,0,0,0.058
濃厚ソース,1.32,0.009,0.001,0.309,0.61,0.015,0.005,0.0003,0.0004,0,0,0.056
トウバンジャン,0.6,0.02,0.023,0.079,0.32,0.023,0.032,0.0004,0.0017,0.03,0.03,0.178
チリペッパーソース,0.55,0.007,0.005,0.052,0.15,0.015,0,0.0003,0.0008,0,0,0.016
ラー油,9.19,0.001,0.998,0,0,0.001,0.086,0,0,0,0,0
こいくちしょうゆ,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
しょうゆ,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
醤油,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
減塩醤油,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.085
減塩P醤油,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.085
P醤油,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
Pしょうゆ,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
P醤油,0.71,0.077,0,0.101,0.29,0.017,0,0.0005,0.0017,0,0,0.145
うすくちしょうゆ,0.54,0.057,0,0.078,0.24,0.011,0,0.0005,0.0011,0,0,0.16
薄口醤油,0.54,0.057,0,0.078,0.24,0.011,0,0.0005,0.0011,0,0,0.16
塩,0,0,0,0,0.22,0,0,0,0,0,0,0.991
穀物酢,0.25,0.001,0,0.024,0.02,0,0,0.0001,0.0001,0,0,0
酢,0.25,0.001,0,0.024,0.02,0,0,0.0001,0.0001,0,0,0
